id	gene_short_name
LOC117688985	uncharacterized LOC117688985
LOC117688986	uncharacterized LOC117688986_ncRNA
LOC105317512	BTB and MATH domain-containing protein 38
LOC105317511	uncharacterized LOC105317511_ncRNA
LOC117688987	BTB and MATH domain-containing protein 47-like
LOC105317528	uncharacterized LOC105317528_ncRNA
LOC105317513	C-type lectin domain family 17, member A
LOC117688988	uncharacterized LOC117688988
LOC105317530	THUMP domain-containing protein 2
LOC105317514	uncharacterized LOC105317514
LOC105317515	UPF0692 protein C19orf54 homolog
LOC105332943	bifunctional peptidase and arginyl-hydroxylase JMJD5
LOC105332944	zinc finger protein 687a
LOC105332945	band 4.1-like protein 4A
LOC105343609	uncharacterized LOC105343609
LOC105332947	Bloom syndrome protein homolog
LOC105332946	60S ribosomal protein L36
LOC105339722	multiple C2 and transmembrane domain-containing protein 1
LOC109619347	uncharacterized LOC109619347_ncRNA
LOC105343598	uncharacterized LOC105343598
Trnas-aga_9	NA
LOC117688989	uncharacterized LOC117688989_ncRNA
LOC105317109	thrombospondin type-1 domain-containing protein 4
LOC105338281	uncharacterized LOC105338281
LOC105338280	activated RNA polymerase II transcriptional coactivator p15
LOC105338279	leucine-rich repeat-containing protein 74A
LOC105342944	caveolin-1
LOC105318349	serine/threonine-protein phosphatase alpha-2 isoform
LOC105333234	fibroleukin
LOC105318267	serine/threonine-protein phosphatase PP1-beta catalytic subunit
LOC117688991	ryncolin-1-like
LOC117688990	G-protein coupled receptor GRL101-like
LOC109618425	uncharacterized LOC109618425
LOC117688992	uncharacterized LOC117688992_ncRNA
LOC117689358	serine/threonine-protein phosphatase PP1-beta catalytic subunit-like
LOC105318285	uncharacterized LOC105318285
LOC105324304	insulin-like growth factor-binding protein complex acid labile subunit
LOC117689385	uncharacterized LOC117689385_ncRNA
LOC105336661	uncharacterized LOC105336661
LOC105328886	prolow-density lipoprotein receptor-related protein 1-like
LOC117689386	uncharacterized LOC117689386_ncRNA
LOC117689387	uncharacterized LOC117689387_ncRNA
LOC105336665	uncharacterized LOC105336665
LOC109618598	G-protein coupled receptor GRL101
LOC105326968	uncharacterized LOC105326968
LOC105342811	galectin-4
LOC105336889	inositol-trisphosphate 3-kinase B
LOC105336890	mitochondrial amidoxime-reducing component 1
LOC117689388	RAC-alpha serine/threonine-protein kinase-like
LOC105336891	AP-4 complex subunit mu
LOC105336892	serine/threonine-protein kinase akt-2
LOC105333678	protein MEMO1
LOC105336894	probable G-protein coupled receptor 139
LOC105336895	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A
LOC105336897	probable cardiolipin synthase (CMP-forming)
LOC105340679	protein-glucosylgalactosylhydroxylysine glucosidase
LOC105324264	protein-glucosylgalactosylhydroxylysine glucosidase
LOC105346089	mammalian ependymin-related protein 1-like
LOC105346088	mammalian ependymin-related protein 1-like
LOC117689389	carbohydrate sulfotransferase 12-like
LOC105324140	carbohydrate sulfotransferase 11-like
LOC117689390	uncharacterized LOC117689390
LOC109618234	uncharacterized LOC109618234
LOC105334300	uncharacterized LOC105334300_ncRNA
LOC105331880	uncharacterized LOC105331880
LOC117689391	tigger transposable element-derived protein 4-like
LOC109618813	uncharacterized LOC109618813_ncRNA
LOC109620723	uncharacterized LOC109620723_ncRNA
LOC105344401	uncharacterized LOC105344401
LOC105344389	aldehyde dehydrogenase, mitochondrial
LOC105344375	uncharacterized LOC105344375
LOC105344363	embryonic protein UVS.2
LOC105344356	E3 ubiquitin-protein ligase TRIM33-like
LOC105344506	tetratricopeptide repeat protein 37
LOC105344333	adseverin
LOC109618605	uncharacterized LOC109618605_ncRNA
LOC105327018	uncharacterized LOC105327018
LOC105327019	uncharacterized LOC105327019
LOC105327017	universal stress protein in QAH/OAS sulfhydrylase 3'region
LOC105334198	uncharacterized LOC105334198
LOC105324993	uncharacterized LOC105324993
LOC105339394	uncharacterized LOC105339394
LOC105339395	adenosine kinase
LOC105334900	glutamyl aminopeptidase
LOC105318926	endoplasmic reticulum aminopeptidase 1
LOC105321744	endoplasmic reticulum aminopeptidase 1
LOC105321742	endoplasmic reticulum aminopeptidase 1
LOC105344778	uncharacterized LOC105344778_ncRNA
LOC105344779	ceramide kinase
LOC109619194	ceramide kinase-like
LOC117689200	ceramide kinase-like
LOC105317544	serine-rich adhesin for platelets
LOC105317548	fibropellin-1
LOC105317547	arrestin domain-containing protein 17
LOC105317546	cholecystokinin receptor
LOC105317549	cotranscriptional regulator FAM172A
LOC105317550	mitogen-activated protein kinase kinase kinase 10
LOC105317551	39S ribosomal protein L49, mitochondrial
LOC105318161	L-asparaginase
LOC105318163	L-asparaginase
LOC105318160	L-asparaginase
LOC105318203	L-asparaginase
LOC105318164	reticulon-1-A
LOC105318166	serine palmitoyltransferase 2
LOC105318204	serine palmitoyltransferase 2
LOC105342965	uncharacterized LOC105342965
LOC105336850	endoribonuclease Dicer
LOC105336848	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6
LOC105336847	uncharacterized LOC105336847
LOC105336845	5'-3' exonuclease PLD3
LOC105336844	hypothetical protein
LOC105336843	uncharacterized LOC105336843
LOC109619808	uncharacterized LOC109619808
LOC105336840	hypothetical protein
LOC105336841	zinc finger protein 521
LOC105336842	uncharacterized LOC105336842_ncRNA
LOC109619807	uncharacterized LOC109619807_ncRNA
LOC117689203	uncharacterized LOC117689203_ncRNA
LOC109619810	uncharacterized LOC109619810_ncRNA
LOC105336839	mRNA decay activator protein ZFP36L1
LOC105336838	thyroid adenoma-associated protein homolog
LOC105336836	pleckstrin homology domain-containing family H member 1
LOC105336852	guanine nucleotide-binding protein subunit beta-like protein 1
LOC105336835	methyltransferase-like protein 25
LOC105336834	hypothetical protein
LOC109619809	uncharacterized LOC109619809_ncRNA
Trnad-guc	NA
LOC117689204	uncharacterized LOC117689204_ncRNA
LOC105336832	transmembrane emp24 domain-containing protein 10
LOC105336831	uncharacterized LOC105336831_ncRNA
LOC105336830	uncharacterized LOC105336830_ncRNA
LOC105336829	nucleolar and spindle-associated protein 1
LOC105336828	tricalbin-3
LOC117689206	uncharacterized LOC117689206_ncRNA
LOC117689205	uncharacterized LOC117689205_ncRNA
LOC105336827	BTB/POZ domain-containing protein 7
LOC105336826	GLIPR1-like protein 1
LOC105336824	glioma pathogenesis-related protein 1-like
LOC105336823	achacin
LOC105336817	aplysianin-A-like
LOC105336822	cell adhesion molecule-related/down-regulated by oncogenes-like
LOC105329637	achacin
LOC117689523	uncharacterized LOC117689523_ncRNA
LOC105327487	perlucin-like protein
LOC105327558	contactin-1
LOC109618669	neural cell adhesion molecule L1
LOC109618222	chitin synthase chs-2-like
LOC105332538	DNA polymerase subunit gamma-1
LOC105332539	location of vulva defective 1
LOC105332540	cytosolic iron-sulfur assembly component 2A
LOC105332541	uncharacterized LOC105332541
LOC105332542	uncharacterized LOC105332542
LOC105342293	neuronal growth regulator 1
LOC105342295	endoglucanase 13-like
LOC105342294	endoglucanase 13-like
LOC105342296	leucine-rich repeat-containing protein 74B
LOC117689253	uncharacterized LOC117689253
LOC105323861	uncharacterized LOC105323861_ncRNA
LOC105320396	leucine-rich repeat-containing protein 74B
LOC105320397	fibrinogen alpha chain-like
LOC105320395	leucine-rich repeat-containing protein 74B
LOC105320394	uncharacterized LOC105320394
LOC105320391	fumarate hydratase, mitochondrial
LOC105320392	zinc finger protein-like 1 homolog
LOC105320393	uncharacterized LOC105320393
LOC105320390	uncharacterized LOC105320390_ncRNA
LOC105320389	DNA polymerase delta subunit 2
LOC105320388	blastula protease 10
LOC105320387	leucine-rich repeat-containing protein 74A
LOC105320386	39S ribosomal protein L14, mitochondrial
LOC117689260	uncharacterized LOC117689260_ncRNA
LOC105320383	uncharacterized LOC105320383
LOC105320384	WD repeat and HMG-box DNA-binding protein 1
LOC105320382	suppressor of cytokine signaling 5-like
LOC105320381	probable ATP-dependent RNA helicase DDX52
LOC105320380	RRP15-like protein
LOC105320379	centrosomal protein kizuna
LOC105346311	usherin-like
LOC117689261	uncharacterized LOC117689261_ncRNA
LOC105346306	potassium channel subfamily K member 2
LOC105346307	Pleckstrin-like protein domain-containing family G member 1
LOC117689264	uncharacterized LOC117689264_ncRNA
LOC117689262	uncharacterized LOC117689262
LOC117689263	uncharacterized LOC117689263
LOC105322150	protein-L-isoaspartate(D-aspartate) O-methyltransferase
LOC105322151	uncharacterized LOC105322151
LOC105322152	uncharacterized LOC105322152
LOC105322154	transmembrane protein 62
LOC105322153	JNK1/MAPK8-associated membrane protein
LOC105322155	uncharacterized LOC105322155
LOC105322156	nuclear RNA export factor 1
LOC105322157	U4/U6.U5 tri-snRNP-associated protein 1
LOC105322158	ankyrin repeat and SOCS box protein 3-like
LOC105322159	kelch domain-containing protein 3-like
LOC105336134	uncharacterized LOC105336134
LOC105340684	uncharacterized LOC105340684
LOC105340685	neuronal PAS domain-containing protein 4
LOC105340687	cysteine synthase 1
LOC105340686	NPC intracellular cholesterol transporter 2
LOC105340688	NPC intracellular cholesterol transporter 2
LOC105340689	NPC intracellular cholesterol transporter 2
LOC117689265	uncharacterized LOC117689265
LOC105340690	NPC intracellular cholesterol transporter 2-like
LOC105340691	syntaxin-5
LOC105340692	methionine synthase
LOC117689266	uncharacterized LOC117689266_ncRNA
LOC117689267	uncharacterized LOC117689267
LOC117689268	neuromedin-B receptor-like
LOC117689359	zonadhesin-like
LOC117689360	BMP-binding endothelial regulator protein-like
LOC117689269	uncharacterized LOC117689269_ncRNA
LOC117689270	uncharacterized LOC117689270_ncRNA
LOC105340695	IgGFc-binding protein
LOC117689271	IgGFc-binding protein-like
LOC105340706	uncharacterized LOC105340706
LOC105340698	triokinase/FMN cyclase
LOC105340697	triokinase/FMN cyclase
LOC105340700	visual system homeobox 2
LOC105340701	visual system homeobox 2
LOC105340702	uncharacterized LOC105340702
LOC105345946	uncharacterized LOC105345946
LOC105345945	actin-binding Rho-activating protein
LOC105345942	phosphatidate cytidylyltransferase, mitochondrial
LOC105345941	BTB/POZ domain-containing protein KCTD3
LOC105345940	signal recognition particle 54 kDa protein
LOC105345939	tetratricopeptide repeat protein 12
LOC105345937	C-1-tetrahydrofolate synthase, cytoplasmic
LOC105345935	uncharacterized LOC105345935
LOC105345938	uncharacterized LOC105345938
LOC105345933	retinol dehydrogenase 13
LOC109620949	disintegrin and metalloproteinase domain-containing protein 10
LOC105345934	retinol dehydrogenase 13
LOC105345932	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
LOC105345931	homeobox protein prospero
LOC105345930	uncharacterized LOC105345930
LOC105345929	uncharacterized LOC105345929
LOC105345928	gonadotropin-releasing hormone receptor
LOC117688993	uncharacterized LOC117688993
LOC105317825	crystal protein
LOC105317821	uncharacterized LOC105317821
LOC117688955	uncharacterized LOC117688955
LOC105317823	uncharacterized LOC105317823
LOC105317820	uncharacterized LOC105317820
LOC105330449	uncharacterized LOC105330449_ncRNA
LOC105317819	la-related protein 6
LOC105317818	titin homolog
LOC105317814	ankyrin repeat family A protein 2
Trnar-ucu	NA
LOC105317815	katanin p60 ATPase-containing subunit A-like 2
LOC105317811	inactive tyrosine-protein kinase 7
LOC105317812	DNA-directed RNA polymerases I and III subunit RPAC1-like
LOC105317809	rho GTPase-activating protein 11B
LOC105317810	AP-2 complex subunit sigma
LOC105317808	ras guanyl-releasing protein 3
LOC105317805	dynein regulatory complex protein 8
LOC105317804	protein PAXX
LOC105317803	mitochondrial uncoupling protein 2
LOC105317802	calmodulin-like protein 12
LOC105317801	calmodulin-A-like
LOC105317799	calmodulin-A-like
LOC105317836	protein jagged-1b
LOC105317798	protein ARV1-like
LOC105317796	ribonuclease P protein subunit p20
LOC105345145	WD repeat-containing protein 27-like
Trnas-uga	NA
LOC105345146	uncharacterized LOC105345146_ncRNA
LOC105345135	uncharacterized LOC105345135
LOC105345136	bifunctional protein GlmU-like
LOC105345138	protein sel-1 homolog 1
LOC105345137	QRFP-like peptide receptor
LOC105345139	phosphomevalonate kinase
LOC105345140	tRNA (guanine(26)-N(2))-dimethyltransferase
LOC105345141	IQ domain-containing protein H
LOC105345142	alpha- and gamma-adaptin-binding protein p34
LOC105345143	uncharacterized LOC105345143
LOC105345110	ubiquitin-like protein 7
LOC105345109	DNA-directed RNA polymerase III subunit RPC7-like
LOC105345108	ATP-dependent Clp protease ATP-binding subunit ClpX
LOC105345107	organic cation transporter protein
LOC105345116	putative ammonium transporter 3
LOC105345106	uncharacterized LOC105345106
LOC105345105	RIIa domain-containing protein 1
LOC105345100	uncharacterized LOC105345100
LOC105345101	uncharacterized LOC105345101
LOC105345103	nicalin-1
LOC105321190	extensin
LOC105321189	putative glutathione-specific gamma-glutamylcyclotransferase 2
LOC105321187	sodium channel protein 1 brain
LOC105321186	molybdopterin synthase catalytic subunit
LOC105324238	DNA-directed RNA polymerase III subunit RPC3
LOC117688956	PR domain zinc finger protein 15-like
LOC105347736	hemicentin-2
LOC105347735	very long-chain acyl-CoA synthetase
LOC105334903	C-C chemokine receptor type 6
LOC105334904	uncharacterized LOC105334904
LOC117688957	uncharacterized LOC117688957
LOC105317695	uncharacterized LOC105317695
LOC105347718	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B
LOC105347719	phosphorylated adapter RNA export protein-like
LOC105347720	ADP-ribosylation factor-like protein 15
LOC105323682	spectrin beta chain, non-erythrocytic 5
LOC105323681	5-hydroxytryptamine receptor 1A-alpha
LOC105323683	uncharacterized LOC105323683
LOC105323684	cysteine-rich PDZ-binding protein
LOC105323685	myb-like protein V
LOC105323686	enhancer of rudimentary homolog
LOC105323687	zinc transporter ZIP9-B
LOC105323688	sodium/potassium/calcium exchanger 4
LOC105323689	uncharacterized LOC105323689
Trnai-uau_1	NA
Trnai-uau_2	NA
LOC105323707	sodium/glucose cotransporter 4
LOC105323692	uncharacterized LOC105323692_ncRNA
LOC105323693	uncharacterized LOC105323693
LOC105336760	uncharacterized LOC105336760
LOC105336761	glucose-6-phosphate 1-epimerase
LOC105336780	uncharacterized LOC105336780
LOC105336762	acetylcholine receptor subunit beta-type unc-29
LOC105336781	neuronal acetylcholine receptor subunit non-alpha-2
LOC105336763	polyamine-modulated factor 1
LOC105336764	fukutin-related protein-like
LOC105336765	aprataxin and PNK-like factor
LOC105336766	probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial
LOC105336768	protein kintoun
LOC105336769	uncharacterized LOC105336769
LOC105336770	V-type proton ATPase subunit D
LOC105336771	arpin
LOC105336772	transport and Golgi organization protein 1 homolog
LOC105336774	long-chain-fatty-acid--CoA ligase ACSBG2
LOC105336773	putative ankyrin repeat protein RF_0381
LOC105336775	basement membrane-specific heparan sulfate proteoglycan core protein
LOC117688958	sorting nexin-27-like
LOC105336782	sorting nexin-27
LOC105336776	flocculation protein FLO11-like
LOC105323780	inaD-like protein
LOC117688959	PDZ domain-containing protein 2-like
LOC117688960	uncharacterized LOC117688960_ncRNA
LOC117688961	uncharacterized LOC117688961
LOC109617957	uncharacterized LOC109617957_ncRNA
LOC117688962	uncharacterized LOC117688962_ncRNA
LOC105319062	calmodulin-beta
LOC109617884	rac-like GTP-binding protein ARAC9
LOC105319918	calmodulin-beta-like
LOC105322084	calmodulin
LOC105322085	calmodulin
LOC105347040	uncharacterized LOC105347040_ncRNA
LOC105347041	3-oxo-5-alpha-steroid 4-dehydrogenase 1
LOC117688964	3-oxo-5-alpha-steroid 4-dehydrogenase 1-like
LOC117688963	3-oxo-5-alpha-steroid 4-dehydrogenase 1-like
LOC105347042	coiled-coil domain-containing protein 9
LOC105347044	uncharacterized LOC105347044
LOC117689361	uncharacterized LOC117689361
LOC105347045	uncharacterized LOC105347045
LOC105341669	uncharacterized LOC105341669
LOC105341670	uncharacterized LOC105341670
LOC117689362	cartilage matrix protein-like
LOC105341682	mucin-3A
LOC105341673	uncharacterized LOC105341673
LOC105341671	uncharacterized LOC105341671
LOC117688965	uncharacterized LOC117688965
LOC105319263	serine/threonine-protein kinase ULK3
LOC105319262	zinc finger protein 474
LOC105319274	papilin-like
LOC117688966	papilin-like
LOC117688967	papilin-like
LOC117688968	uncharacterized LOC117688968
LOC109619448	uncharacterized LOC109619448
